3125
5
0,0,0,0,0,0.52148,0
0,0,0,0,1,0.31586,0
0,0,0,0,2,0.01807,0
0,0,0,0,3,0.59250,0
0,0,0,0,4,0.33561,0
0,0,0,1,0,0.39765,0
0,0,0,1,1,0.55232,0
0,0,0,1,2,0.59824,0
0,0,0,1,3,0.40651,0
0,0,0,1,4,0.68444,0
0,0,0,2,0,0.24796,0
0,0,0,2,1,0.17650,0
0,0,0,2,2,0.22845,0
0,0,0,2,3,0.71818,0
0,0,0,2,4,0.58207,0
0,0,0,3,0,0.63658,0
0,0,0,3,1,0.66918,0
0,0,0,3,2,0.21080,0
0,0,0,3,3,0.33958,0
0,0,0,3,4,0.66936,0
0,0,0,4,0,0.53359,0
0,0,0,4,1,0.92870,0
0,0,0,4,2,0.82313,0
0,0,0,4,3,0.33106,0
0,0,0,4,4,0.50189,0
0,0,1,0,0,0.57213,0
0,0,1,0,1,0.58516,0
0,0,1,0,2,0.69663,0
0,0,1,0,3,0.65980,0
0,0,1,0,4,0.44636,0
0,0,1,1,0,0.43541,0
0,0,1,1,1,0.01374,10
0,0,1,1,2,-1.34585,85
0,0,1,1,3,-1.41480,12
0,0,1,1,4,-1.37151,13
0,0,1,2,0,-0.75011,10
0,0,1,2,1,-1.15096,19
0,0,1,2,2,-1.14156,274
0,0,1,2,3,-0.34741,13
0,0,1,2,4,-1.24803,34
0,0,1,3,0,0.15440,17
0,0,1,3,1,-1.11934,37
0,0,1,3,2,-0.76965,418
0,0,1,3,3,0.11563,19
0,0,1,3,4,-1.26555,80
0,0,1,4,0,0.10781,0
0,0,1,4,1,-0.71332,26
0,0,1,4,2,-0.78224,191
0,0,1,4,3,0.20139,0
0,0,1,4,4,-1.10183,14
0,0,2,0,0,0.02071,0
0,0,2,0,1,0.46545,0
0,0,2,0,2,0.88556,0
0,0,2,0,3,0.30092,0
0,0,2,0,4,0.37850,0
0,0,2,1,0,0.02583,0
0,0,2,1,1,-1.22544,8
0,0,2,1,2,-1.05237,108
0,0,2,1,3,-0.34926,2
0,0,2,1,4,0.12279,1
0,0,2,2,0,-0.89322,7
0,0,2,2,1,-1.44749,10
0,0,2,2,2,-1.36935,137
0,0,2,2,3,-0.59524,9
0,0,2,2,4,-0.92686,3
0,0,2,3,0,-0.19017,4
0,0,2,3,1,-1.08863,34
0,0,2,3,2,-0.99316,226
0,0,2,3,3,-1.24440,11
0,0,2,3,4,-1.14551,2
0,0,2,4,0,0.52700,0
0,0,2,4,1,-1.22022,7
0,0,2,4,2,-0.74501,91
0,0,2,4,3,-0.43367,1
0,0,2,4,4,-0.50703,6
0,0,3,0,0,0.29974,0
0,0,3,0,1,0.81520,0
0,0,3,0,2,0.16696,0
0,0,3,0,3,0.55700,0
0,0,3,0,4,0.04388,0
0,0,3,1,0,0.00511,0
0,0,3,1,1,-0.28040,22
0,0,3,1,2,0.40383,6
0,0,3,1,3,0.45844,0
0,0,3,1,4,0.24679,0
0,0,3,2,0,-0.33716,7
0,0,3,2,1,-1.11390,91
0,0,3,2,2,-0.89988,32
0,0,3,2,3,0.76483,13
0,0,3,2,4,-0.29927,6
0,0,3,3,0,0.51772,3
0,0,3,3,1,0.24448,79
0,0,3,3,2,0.61260,12
0,0,3,3,3,0.07983,23
0,0,3,3,4,0.24220,2
0,0,3,4,0,0.58904,10
0,0,3,4,1,-0.99091,20
0,0,3,4,2,-0.97740,11
0,0,3,4,3,1.58598,5
0,0,3,4,4,0.96789,0
0,0,4,0,0,0.17852,0
0,0,4,0,1,0.08886,0
0,0,4,0,2,-0.40125,3
0,0,4,0,3,0.21877,0
0,0,4,0,4,0.61510,0
0,0,4,1,0,-0.89280,5
0,0,4,1,1,-1.06254,10
0,0,4,1,2,-1.14050,7
0,0,4,1,3,-1.00999,6
0,0,4,1,4,-1.02027,16
0,0,4,2,0,-0.65118,15
0,0,4,2,1,-0.21202,10
0,0,4,2,2,-0.73525,12
0,0,4,2,3,-0.60001,13
0,0,4,2,4,-1.03731,66
0,0,4,3,0,-0.45616,8
0,0,4,3,1,-0.50102,9
0,0,4,3,2,-0.90805,11
0,0,4,3,3,-0.41077,15
0,0,4,3,4,-1.05607,54
0,0,4,4,0,0.01356,6
0,0,4,4,1,0.17757,3
0,0,4,4,2,0.59895,0
0,0,4,4,3,0.01456,5
0,0,4,4,4,-0.00405,21
0,1,0,0,0,0.17163,0
0,1,0,0,1,0.20229,0
0,1,0,0,2,0.05785,0
0,1,0,0,3,0.57590,0
0,1,0,0,4,0.51141,0
0,1,0,1,0,0.93285,0
0,1,0,1,1,0.44386,0
0,1,0,1,2,0.03535,0
0,1,0,1,3,0.12848,2
0,1,0,1,4,0.70014,0
0,1,0,2,0,0.57432,0
0,1,0,2,1,0.55370,0
0,1,0,2,2,0.55398,0
0,1,0,2,3,-1.12500,141
0,1,0,2,4,0.51533,0
0,1,0,3,0,-0.09375,1
0,1,0,3,1,0.46888,0
0,1,0,3,2,0.76409,0
0,1,0,3,3,-1.12631,311
0,1,0,3,4,0.28068,0
0,1,0,4,0,0.38362,0
0,1,0,4,1,0.72061,0
0,1,0,4,2,0.75884,0
0,1,0,4,3,-1.21002,105
0,1,0,4,4,0.92600,0
0,1,1,0,0,-0.16132,4
0,1,1,0,1,-0.59564,7
0,1,1,0,2,-0.36150,4
0,1,1,0,3,-0.15257,10
0,1,1,0,4,-0.30541,3
0,1,1,1,0,-0.99956,3
0,1,1,1,1,0.25637,39
0,1,1,1,2,-0.99757,13
0,1,1,1,3,-1.13887,440
0,1,1,1,4,-0.88675,12
0,1,1,2,0,0.53649,43
0,1,1,2,1,-0.84933,214
0,1,1,2,2,-0.91601,55
0,1,1,2,3,-1.06236,1267
0,1,1,2,4,-0.67257,13
0,1,1,3,0,0.38920,33
0,1,1,3,1,-0.18780,310
0,1,1,3,2,-0.66994,74
0,1,1,3,3,-0.87826,949
0,1,1,3,4,-0.38494,26
0,1,1,4,0,0.69756,14
0,1,1,4,1,-0.02149,71
0,1,1,4,2,-0.30341,13
0,1,1,4,3,-0.60271,397
0,1,1,4,4,1.45576,12
0,1,2,0,0,0.99310,0
0,1,2,0,1,0.25878,0
0,1,2,0,2,0.58870,0
0,1,2,0,3,0.01279,0
0,1,2,0,4,0.34460,0
0,1,2,1,0,-0.26612,311
0,1,2,1,1,1.29711,5
0,1,2,1,2,0.15055,26
0,1,2,1,3,-0.13855,91
0,1,2,1,4,0.99167,16
0,1,2,2,0,-1.12475,1022
0,1,2,2,1,-1.12275,75
0,1,2,2,2,-0.99447,32
0,1,2,2,3,-0.98639,294
0,1,2,2,4,-0.99497,48
0,1,2,3,0,0.68099,1291
0,1,2,3,1,-0.60078,39
0,1,2,3,2,1.10559,85
0,1,2,3,3,-1.01897,308
0,1,2,3,4,-0.88026,59
0,1,2,4,0,-1.18775,485
0,1,2,4,1,-1.20212,23
0,1,2,4,2,-1.00787,42
0,1,2,4,3,-1.00737,70
0,1,2,4,4,-1.00589,22
0,1,3,0,0,0.64074,0
0,1,3,0,1,0.10856,0
0,1,3,0,2,0.57430,0
0,1,3,0,3,0.68028,0
0,1,3,0,4,0.53988,0
0,1,3,1,0,-1.19123,53
0,1,3,1,1,-1.07144,38
0,1,3,1,2,-1.14341,35
0,1,3,1,3,-1.23279,117
0,1,3,1,4,-1.18489,30
0,1,3,2,0,-0.33539,15
0,1,3,2,1,-0.72341,114
0,1,3,2,2,-0.54969,24
0,1,3,2,3,-0.78730,335
0,1,3,2,4,0.35757,27
0,1,3,3,0,1.42194,49
0,1,3,3,1,0.08186,162
0,1,3,3,2,-0.37129,34
0,1,3,3,3,-0.65807,337
0,1,3,3,4,2.46217,50
0,1,3,4,0,0.10793,39
0,1,3,4,1,-1.06254,69
0,1,3,4,2,-1.04183,21
0,1,3,4,3,-1.15638,176
0,1,3,4,4,-0.34783,16
0,1,4,0,0,0.21779,0
0,1,4,0,1,0.11916,9
0,1,4,0,2,0.74114,0
0,1,4,0,3,0.66023,0
0,1,4,0,4,0.01206,0
0,1,4,1,0,-1.27907,80
0,1,4,1,1,-1.36970,38
0,1,4,1,2,-1.33237,66
0,1,4,1,3,-1.37340,63
0,1,4,1,4,-1.34045,36
0,1,4,2,0,-0.19015,158
0,1,4,2,1,-1.30704,91
0,1,4,2,2,-1.42023,119
0,1,4,2,3,-1.36958,153
0,1,4,2,4,-0.73941,193
